ID	Year	Date	Stage	Home Team	Home Goals	Away Goals	Away Team	Win Conditions	Host Team
453	1990	6/25/1990	Round of 16	Republic of Ireland	0	0	Romania	Republic of Ireland win on penalties (5 - 4)	False
454	1990	6/25/1990	Round of 16	Italy	2	0	Uruguay	Italy wins	True
455	1990	6/26/1990	Round of 16	Spain	1	2	Yugoslavia	Extra time	False
456	1990	6/26/1990	Round of 16	England	1	0	Belgium	Extra time	False
457	1990	6/30/1990	Quarter-finals	Yugoslavia	0	0	Argentina	Argentina win on penalties (2 - 3)	False
458	1990	6/30/1990	Quarter-finals	Italy	1	0	Republic of Ireland	Italy wins	True
459	1990	7/1/1990	Quarter-finals	Germany	1	0	Czechoslovakia	Germany wins	False
460	1990	7/1/1990	Quarter-finals	England	3	2	Cameroon	Extra time	False
461	1990	7/3/1990	Semi-finals	Italy	1	1	Argentina	Argentina win on penalties (3 - 4)	True
462	1990	7/4/1990	Semi-finals	Germany	1	1	England	Germany win on penalties (4 - 3)	False
463	1990	7/7/1990	Third place	Italy	2	1	England	Italy wins	True
464	1990	7/8/1990	Final	Germany	1	0	Argentina	Germany wins	False
465	1994	6/17/1994	Group stage	Germany	1	0	Bolivia	Germany wins	False
466	1994	6/17/1994	Group stage	Spain	2	2	South Korea	Match nul	False
467	1994	6/18/1994	Group stage	United States	1	1	Switzerland	Match nul	True
468	1994	6/18/1994	Group stage	Italy	0	1	Republic of Ireland	Republic of Ireland wins	False
469	1994	6/18/1994	Group stage	Colombia	1	3	Romania	Romania wins	False
470	1994	6/19/1994	Group stage	Belgium	1	0	Morocco	Belgium wins	False
471	1994	6/19/1994	Group stage	Norway	1	0	Mexico	Norway wins	False
472	1994	6/19/1994	Group stage	Cameroon	2	2	Sweden	Match nul	False
473	1994	6/20/1994	Group stage	Brazil	2	0	Russia	Brazil wins	False
474	1994	6/20/1994	Group stage	Netherlands	2	1	Saudi Arabia	Netherlands wins	False
475	1994	6/21/1994	Group stage	Argentina	4	0	Greece	Argentina wins	False
476	1994	6/21/1994	Group stage	Germany	1	1	Spain	Match nul	False
477	1994	6/21/1994	Group stage	Nigeria	3	0	Bulgaria	Nigeria wins	False
478	1994	6/22/1994	Group stage	Romania	1	4	Switzerland	Switzerland wins	False
479	1994	6/22/1994	Group stage	United States	2	1	Colombia	United States wins	True
480	1994	6/23/1994	Group stage	Italy	1	0	Norway	Italy wins	False
481	1994	6/23/1994	Group stage	South Korea	0	0	Bolivia	Match nul	False
482	1994	6/24/1994	Group stage	Mexico	2	1	Republic of Ireland	Mexico wins	False
483	1994	6/24/1994	Group stage	Brazil	3	0	Cameroon	Brazil wins	False
484	1994	6/24/1994	Group stage	Sweden	3	1	Russia	Sweden wins	False
485	1994	6/25/1994	Group stage	Belgium	1	0	Netherlands	Belgium wins	False
486	1994	6/25/1994	Group stage	Saudi Arabia	2	1	Morocco	Saudi Arabia wins	False
487	1994	6/25/1994	Group stage	Argentina	2	1	Nigeria	Argentina wins	False
488	1994	6/26/1994	Group stage	Bulgaria	4	0	Greece	Bulgaria wins	False
489	1994	6/26/1994	Group stage	United States	0	1	Romania	Romania wins	True
490	1994	6/26/1994	Group stage	Switzerland	0	2	Colombia	Colombia wins	False
491	1994	6/27/1994	Group stage	Germany	3	2	South Korea	Germany wins	False
492	1994	6/27/1994	Group stage	Bolivia	1	3	Spain	Spain wins	False
493	1994	6/28/1994	Group stage	Republic of Ireland	0	0	Norway	Match nul	False
494	1994	6/28/1994	Group stage	Italy	1	1	Mexico	Match nul	False
495	1994	6/28/1994	Group stage	Brazil	1	1	Sweden	Match nul	False
496	1994	6/28/1994	Group stage	Russia	6	1	Cameroon	Russia wins	False
497	1994	6/29/1994	Group stage	Morocco	1	2	Netherlands	Netherlands wins	False
498	1994	6/29/1994	Group stage	Belgium	0	1	Saudi Arabia	Saudi Arabia wins	False
499	1994	6/30/1994	Group stage	Greece	0	2	Nigeria	Nigeria wins	False
500	1994	6/30/1994	Group stage	Argentina	0	2	Bulgaria	Bulgaria wins	False
501	1994	7/2/1994	Round of 16	Germany	3	2	Belgium	Germany wins	False
502	1994	7/2/1994	Round of 16	Spain	3	0	Switzerland	Spain wins	False
503	1994	7/3/1994	Round of 16	Saudi Arabia	1	3	Sweden	Sweden wins	False
504	1994	7/3/1994	Round of 16	Romania	3	2	Argentina	Romania wins	False
505	1994	7/4/1994	Round of 16	Netherlands	2	0	Republic of Ireland	Netherlands wins	False
506	1994	7/4/1994	Round of 16	United States	0	1	Brazil	Brazil wins	True
507	1994	7/5/1994	Round of 16	Nigeria	1	2	Italy	Extra time	False
508	1994	7/5/1994	Round of 16	Mexico	1	1	Bulgaria	Bulgaria win on penalties (1 - 3)	False
509	1994	7/9/1994	Quarter-finals	Italy	2	1	Spain	Italy wins	False
510	1994	7/9/1994	Quarter-finals	Netherlands	2	3	Brazil	Brazil wins	False
511	1994	7/10/1994	Quarter-finals	Bulgaria	2	1	Germany	Bulgaria wins	False
512	1994	7/10/1994	Quarter-finals	Romania	2	2	Sweden	Sweden win on penalties (4 - 5)	False
513	1994	7/13/1994	Semi-finals	Bulgaria	1	2	Italy	Italy wins	False
514	1994	7/13/1994	Semi-finals	Sweden	0	1	Brazil	Brazil wins	False
515	1994	7/16/1994	Third place	Sweden	4	0	Bulgaria	Sweden wins	False
516	1994	7/17/1994	Final	Brazil	0	0	Italy	Brazil win on penalties (3 - 2)	False
517	1998	6/10/1998	Group stage	Brazil	2	1	Scotland	Brazil wins	False
518	1998	6/10/1998	Group stage	Morocco	2	2	Norway	Match nul	False
519	1998	6/11/1998	Group stage	Italy	2	2	Chile	Match nul	False
520	1998	6/11/1998	Group stage	Cameroon	1	1	Austria	Match nul	False
521	1998	6/12/1998	Group stage	Paraguay	0	0	Bulgaria	Match nul	False
522	1998	6/12/1998	Group stage	Saudi Arabia	0	1	Denmark	Denmark wins	False
523	1998	6/12/1998	Group stage	France	3	0	South Africa	France wins	True
524	1998	6/13/1998	Group stage	Spain	2	3	Nigeria	Nigeria wins	False
525	1998	6/13/1998	Group stage	South Korea	1	3	Mexico	Mexico wins	False
526	1998	6/13/1998	Group stage	Netherlands	0	0	Belgium	Match nul	False
527	1998	6/14/1998	Group stage	Argentina	1	0	Japan	Argentina wins	False
528	1998	6/14/1998	Group stage	Yugoslavia	1	0	Iran	Yugoslavia wins	False
529	1998	6/14/1998	Group stage	Jamaica	1	3	Croatia	Croatia wins	False
530	1998	6/15/1998	Group stage	England	2	0	Tunisia	England wins	False
531	1998	6/15/1998	Group stage	Romania	1	0	Colombia	Romania wins	False
532	1998	6/15/1998	Group stage	Germany	2	0	United States	Germany wins	False
533	1998	6/16/1998	Group stage	Scotland	1	1	Norway	Match nul	False
534	1998	6/16/1998	Group stage	Brazil	3	0	Morocco	Brazil wins	False
535	1998	6/17/1998	Group stage	Chile	1	1	Austria	Match nul	False
536	1998	6/17/1998	Group stage	Italy	3	0	Cameroon	Italy wins	False
537	1998	6/18/1998	Group stage	South Africa	1	1	Denmark	Match nul	False
538	1998	6/18/1998	Group stage	France	4	0	Saudi Arabia	France wins	True
539	1998	6/19/1998	Group stage	Nigeria	1	0	Bulgaria	Nigeria wins	False
540	1998	6/19/1998	Group stage	Spain	0	0	Paraguay	Match nul	False
541	1998	6/20/1998	Group stage	Japan	0	1	Croatia	Croatia wins	False
542	1998	6/20/1998	Group stage	Belgium	2	2	Mexico	Match nul	False
543	1998	6/20/1998	Group stage	Netherlands	5	0	South Korea	Netherlands wins	False
544	1998	6/21/1998	Group stage	Germany	2	2	Yugoslavia	Match nul	False
545	1998	6/21/1998	Group stage	Argentina	5	0	Jamaica	Argentina wins	False
546	1998	6/21/1998	Group stage	United States	1	2	Iran	Iran wins	False
547	1998	6/22/1998	Group stage	Colombia	1	0	Tunisia	Colombia wins	False
548	1998	6/22/1998	Group stage	Romania	2	1	England	Romania wins	False
549	1998	6/23/1998	Group stage	Italy	2	1	Austria	Italy wins	False
550	1998	6/23/1998	Group stage	Chile	1	1	Cameroon	Match nul	False
551	1998	6/23/1998	Group stage	Scotland	0	3	Morocco	Morocco wins	False
552	1998	6/23/1998	Group stage	Brazil	1	2	Norway	Norway wins	False
553	1998	6/24/1998	Group stage	France	2	1	Denmark	France wins	True
554	1998	6/24/1998	Group stage	South Africa	2	2	Saudi Arabia	Match nul	False
555	1998	6/24/1998	Group stage	Spain	6	1	Bulgaria	Spain wins	False
556	1998	6/24/1998	Group stage	Nigeria	1	3	Paraguay	Paraguay wins	False
557	1998	6/25/1998	Group stage	Belgium	1	1	South Korea	Match nul	False
558	1998	6/25/1998	Group stage	Netherlands	2	2	Mexico	Match nul	False
559	1998	6/25/1998	Group stage	Germany	2	0	Iran	Germany wins	False
560	1998	6/25/1998	Group stage	United States	0	1	Yugoslavia	Yugoslavia wins	False
561	1998	6/26/1998	Group stage	Japan	1	2	Jamaica	Jamaica wins	False
562	1998	6/26/1998	Group stage	Argentina	1	0	Croatia	Argentina wins	False
563	1998	6/26/1998	Group stage	Romania	1	1	Tunisia	Match nul	False
564	1998	6/26/1998	Group stage	Colombia	0	2	England	England wins	False
565	1998	6/27/1998	Round of 16	Italy	1	0	Norway	Italy wins	False
566	1998	6/27/1998	Round of 16	Brazil	4	1	Chile	Brazil wins	False
567	1998	6/28/1998	Round of 16	France	1	0	Paraguay	Extra time	True
568	1998	6/28/1998	Round of 16	Nigeria	1	4	Denmark	Denmark wins	False
569	1998	6/29/1998	Round of 16	Germany	2	1	Mexico	Germany wins	False
570	1998	6/29/1998	Round of 16	Netherlands	2	1	Yugoslavia	Netherlands wins	False
571	1998	6/30/1998	Round of 16	Romania	0	1	Croatia	Croatia wins	False
572	1998	6/30/1998	Round of 16	Argentina	2	2	England	Argentina win on penalties (4 - 3)	False
573	1998	7/3/1998	Quarter-finals	France	0	0	Italy	France win on penalties (3 - 4)	True
574	1998	7/3/1998	Quarter-finals	Brazil	3	2	Denmark	Brazil wins	False
575	1998	7/4/1998	Quarter-finals	Netherlands	2	1	Argentina	Netherlands wins	False
576	1998	7/4/1998	Quarter-finals	Germany	0	3	Croatia	Croatia wins	False
577	1998	7/7/1998	Semi-finals	Brazil	1	1	Netherlands	Brazil win on penalties (4 - 2)	False
578	1998	7/8/1998	Semi-finals	France	2	1	Croatia	France wins	True
579	1998	7/11/1998	Third place	Netherlands	1	2	Croatia	Croatia wins	False
580	1998	7/12/1998	Final	France	3	0	Brazil	France wins	True
581	2002	5/31/2002	Group stage	France	0	1	Senegal	Senegal wins	False
582	2002	6/1/2002	Group stage	Republic of Ireland	1	1	Cameroon	Match nul	False
583	2002	6/1/2002	Group stage	Uruguay	1	2	Denmark	Denmark wins	False
584	2002	6/1/2002	Group stage	Germany	8	0	Saudi Arabia	Germany wins	False
585	2002	6/2/2002	Group stage	Argentina	1	0	Nigeria	Argentina wins	False
586	2002	6/2/2002	Group stage	Paraguay	2	2	South Africa	Match nul	False
587	2002	6/2/2002	Group stage	England	1	1	Sweden	Match nul	False
588	2002	6/2/2002	Group stage	Spain	3	1	Slovenia	Spain wins	False
589	2002	6/3/2002	Group stage	Croatia	0	1	Mexico	Mexico wins	False
590	2002	6/3/2002	Group stage	Brazil	2	1	Turkey	Brazil wins	False
591	2002	6/3/2002	Group stage	Italy	2	0	Ecuador	Italy wins	False
592	2002	6/4/2002	Group stage	China	0	2	Costa Rica	Costa Rica wins	False
593	2002	6/4/2002	Group stage	Japan	2	2	Belgium	Match nul	True
594	2002	6/4/2002	Group stage	South Korea	2	0	Poland	South Korea wins	True
595	2002	6/5/2002	Group stage	Russia	2	0	Tunisia	Russia wins	False
596	2002	6/5/2002	Group stage	United States	3	2	Portugal	United States wins	False
597	2002	6/5/2002	Group stage	Germany	1	1	Republic of Ireland	Match nul	False
598	2002	6/6/2002	Group stage	Denmark	1	1	Senegal	Match nul	False
599	2002	6/6/2002	Group stage	Cameroon	1	0	Saudi Arabia	Cameroon wins	False
600	2002	6/6/2002	Group stage	France	0	0	Uruguay	Match nul	False
601	2002	6/7/2002	Group stage	Sweden	2	1	Nigeria	Sweden wins	False
602	2002	6/7/2002	Group stage	Spain	3	1	Paraguay	Spain wins	False
603	2002	6/7/2002	Group stage	Argentina	0	1	England	England wins	False
604	2002	6/8/2002	Group stage	South Africa	1	0	Slovenia	South Africa wins	False
605	2002	6/8/2002	Group stage	Italy	1	2	Croatia	Croatia wins	False
606	2002	6/8/2002	Group stage	Brazil	4	0	China	Brazil wins	False
607	2002	6/9/2002	Group stage	Mexico	2	1	Ecuador	Mexico wins	False
608	2002	6/9/2002	Group stage	Costa Rica	1	1	Turkey	Match nul	False
609	2002	6/9/2002	Group stage	Japan	1	0	Russia	Japan wins	True
610	2002	6/10/2002	Group stage	South Korea	1	1	United States	Match nul	True
611	2002	6/10/2002	Group stage	Tunisia	1	1	Belgium	Match nul	False
612	2002	6/10/2002	Group stage	Portugal	4	0	Poland	Portugal wins	False
613	2002	6/11/2002	Group stage	Denmark	2	0	France	Denmark wins	False
614	2002	6/11/2002	Group stage	Senegal	3	3	Uruguay	Match nul	False
615	2002	6/11/2002	Group stage	Saudi Arabia	0	3	Republic of Ireland	Republic of Ireland wins	False
616	2002	6/11/2002	Group stage	Cameroon	0	2	Germany	Germany wins	False
617	2002	6/12/2002	Group stage	Sweden	1	1	Argentina	Match nul	False
618	2002	6/12/2002	Group stage	Nigeria	0	0	England	Match nul	False
619	2002	6/12/2002	Group stage	Slovenia	1	3	Paraguay	Paraguay wins	False
620	2002	6/12/2002	Group stage	South Africa	2	3	Spain	Spain wins	False
621	2002	6/13/2002	Group stage	Costa Rica	2	5	Brazil	Brazil wins	False
622	2002	6/13/2002	Group stage	Turkey	3	0	China	Turkey wins	False
623	2002	6/13/2002	Group stage	Ecuador	1	0	Croatia	Ecuador wins	False
624	2002	6/13/2002	Group stage	Mexico	1	1	Italy	Match nul	False
625	2002	6/14/2002	Group stage	Japan	2	0	Tunisia	Japan wins	True
626	2002	6/14/2002	Group stage	Belgium	3	2	Russia	Belgium wins	False
627	2002	6/14/2002	Group stage	South Korea	1	0	Portugal	South Korea wins	True
628	2002	6/14/2002	Group stage	Poland	3	1	United States	Poland wins	False
629	2002	6/15/2002	Round of 16	Germany	1	0	Paraguay	Germany wins	False
630	2002	6/15/2002	Round of 16	Denmark	0	3	England	England wins	False
631	2002	6/16/2002	Round of 16	Sweden	1	2	Senegal	Golden goal	False
632	2002	6/16/2002	Round of 16	Spain	1	1	Republic of Ireland	Spain win on penalties (3 - 2)	False
633	2002	6/17/2002	Round of 16	Mexico	0	2	United States	United States wins	False
634	2002	6/17/2002	Round of 16	Brazil	2	0	Belgium	Brazil wins	False
635	2002	6/18/2002	Round of 16	Japan	0	1	Turkey	Turkey wins	True
636	2002	6/18/2002	Round of 16	South Korea	2	1	Italy	Golden goal	True
637	2002	6/21/2002	Quarter-finals	England	1	2	Brazil	Brazil wins	False
638	2002	6/21/2002	Quarter-finals	Germany	1	0	United States	Germany wins	False
639	2002	6/22/2002	Quarter-finals	South Korea	0	0	Spain	South Korea win on penalties (3 - 5)	True
640	2002	6/22/2002	Quarter-finals	Senegal	0	1	Turkey	Golden goal	False
641	2002	6/25/2002	Semi-finals	South Korea	0	1	Germany	Germany wins	True
642	2002	6/26/2002	Semi-finals	Brazil	1	0	Turkey	Brazil wins	False
643	2002	6/29/2002	Third place	South Korea	2	3	Turkey	Turkey wins	True
644	2002	6/30/2002	Final	Germany	0	2	Brazil	Brazil wins	False
645	2006	6/9/2006	Group stage	Germany	4	2	Costa Rica	Germany wins	True
646	2006	6/9/2006	Group stage	Poland	0	2	Ecuador	Ecuador wins	False
647	2006	6/10/2006	Group stage	England	1	0	Paraguay	England wins	False
648	2006	6/10/2006	Group stage	Trinidad and Tobago	0	0	Sweden	Match nul	False
649	2006	6/10/2006	Group stage	Argentina	2	1	Ivory Coast	Argentina wins	False
650	2006	6/11/2006	Group stage	Serbia	0	1	Netherlands	Netherlands wins	False
651	2006	6/11/2006	Group stage	Mexico	3	1	Iran	Mexico wins	False
652	2006	6/11/2006	Group stage	Angola	0	1	Portugal	Portugal wins	False
653	2006	6/12/2006	Group stage	Australia	3	1	Japan	Australia wins	False
654	2006	6/12/2006	Group stage	United States	0	3	Czech Republic	Czech Republic wins	False
655	2006	6/12/2006	Group stage	Italy	2	0	Ghana	Italy wins	False
656	2006	6/13/2006	Group stage	South Korea	2	1	Togo	South Korea wins	False
657	2006	6/13/2006	Group stage	France	0	0	Switzerland	Match nul	False
658	2006	6/13/2006	Group stage	Brazil	1	0	Croatia	Brazil wins	False
659	2006	6/14/2006	Group stage	Spain	4	0	Ukraine	Spain wins	False
660	2006	6/14/2006	Group stage	Tunisia	2	2	Saudi Arabia	Match nul	False
661	2006	6/14/2006	Group stage	Germany	1	0	Poland	Germany wins	True
662	2006	6/15/2006	Group stage	Ecuador	3	0	Costa Rica	Ecuador wins	False
663	2006	6/15/2006	Group stage	England	2	0	Trinidad and Tobago	England wins	False
664	2006	6/15/2006	Group stage	Sweden	1	0	Paraguay	Sweden wins	False
665	2006	6/16/2006	Group stage	Argentina	6	0	Serbia	Argentina wins	False
666	2006	6/16/2006	Group stage	Netherlands	2	1	Ivory Coast	Netherlands wins	False
667	2006	6/16/2006	Group stage	Mexico	0	0	Angola	Match nul	False
668	2006	6/17/2006	Group stage	Portugal	2	0	Iran	Portugal wins	False
669	2006	6/17/2006	Group stage	Czech Republic	0	2	Ghana	Ghana wins	False
670	2006	6/17/2006	Group stage	Italy	1	1	United States	Match nul	False
671	2006	6/18/2006	Group stage	Japan	0	0	Croatia	Match nul	False
672	2006	6/18/2006	Group stage	Brazil	2	0	Australia	Brazil wins	False
673	2006	6/18/2006	Group stage	France	1	1	South Korea	Match nul	False
674	2006	6/19/2006	Group stage	Togo	0	2	Switzerland	Switzerland wins	False
675	2006	6/19/2006	Group stage	Saudi Arabia	0	4	Ukraine	Ukraine wins	False
676	2006	6/19/2006	Group stage	Spain	3	1	Tunisia	Spain wins	False
677	2006	6/20/2006	Group stage	Germany	3	0	Ecuador	Germany wins	True
678	2006	6/20/2006	Group stage	Costa Rica	1	2	Poland	Poland wins	False
679	2006	6/20/2006	Group stage	Sweden	2	2	England	Match nul	False
680	2006	6/20/2006	Group stage	Paraguay	2	0	Trinidad and Tobago	Paraguay wins	False
681	2006	6/21/2006	Group stage	Iran	1	1	Angola	Match nul	False
682	2006	6/21/2006	Group stage	Portugal	2	1	Mexico	Portugal wins	False
683	2006	6/21/2006	Group stage	Netherlands	0	0	Argentina	Match nul	False
684	2006	6/21/2006	Group stage	Ivory Coast	3	2	Serbia	Ivory Coast wins	False
685	2006	6/22/2006	Group stage	Czech Republic	0	2	Italy	Italy wins	False
686	2006	6/22/2006	Group stage	Ghana	2	1	United States	Ghana wins	False
687	2006	6/22/2006	Group stage	Japan	1	4	Brazil	Brazil wins	False
688	2006	6/22/2006	Group stage	Croatia	2	2	Australia	Match nul	False
689	2006	6/23/2006	Group stage	Ukraine	1	0	Tunisia	Ukraine wins	False
690	2006	6/23/2006	Group stage	Saudi Arabia	0	1	Spain	Spain wins	False
691	2006	6/23/2006	Group stage	Togo	0	2	France	France wins	False
692	2006	6/23/2006	Group stage	Switzerland	2	0	South Korea	Switzerland wins	False
693	2006	6/24/2006	Round of 16	Germany	2	0	Sweden	Germany wins	True
694	2006	6/24/2006	Round of 16	Argentina	2	1	Mexico	Extra time	False
695	2006	6/25/2006	Round of 16	England	1	0	Ecuador	England wins	False
696	2006	6/25/2006	Round of 16	Portugal	1	0	Netherlands	Portugal wins	False
697	2006	6/26/2006	Round of 16	Italy	1	0	Australia	Italy wins	False
698	2006	6/26/2006	Round of 16	Switzerland	0	0	Ukraine	Ukraine win on penalties (0 - 3)	False
699	2006	6/27/2006	Round of 16	Brazil	3	0	Ghana	Brazil wins	False
700	2006	6/27/2006	Round of 16	Spain	1	3	France	France wins	False
701	2006	6/30/2006	Quarter-finals	Germany	1	1	Argentina	Germany win on penalties (4 - 2)	True
702	2006	6/30/2006	Quarter-finals	Italy	3	0	Ukraine	Italy wins	False
703	2006	7/1/2006	Quarter-finals	England	0	0	Portugal	Portugal win on penalties (1 - 3)	False
704	2006	7/1/2006	Quarter-finals	Brazil	0	1	France	France wins	False
705	2006	7/4/2006	Semi-finals	Germany	0	2	Italy	Extra time	True
706	2006	7/5/2006	Semi-finals	Portugal	0	1	France	France wins	False
707	2006	7/8/2006	Third place	Germany	3	1	Portugal	Germany wins	True
708	2006	7/9/2006	Final	Italy	1	1	France	Italy win on penalties (5 - 3)	False
709	2010	6/11/2010	Group stage	South Africa	1	1	Mexico	Match nul	True
710	2010	6/11/2010	Group stage	Uruguay	0	0	France	Match nul	False
711	2010	6/12/2010	Group stage	South Korea	2	0	Greece	South Korea wins	False
712	2010	6/12/2010	Group stage	Argentina	1	0	Nigeria	Argentina wins	False
713	2010	6/12/2010	Group stage	England	1	1	United States	Match nul	False
714	2010	6/13/2010	Group stage	Algeria	0	1	Slovenia	Slovenia wins	False
715	2010	6/13/2010	Group stage	Serbia	0	1	Ghana	Ghana wins	False
716	2010	6/13/2010	Group stage	Germany	4	0	Australia	Germany wins	False
717	2010	6/14/2010	Group stage	Netherlands	2	0	Denmark	Netherlands wins	False
718	2010	6/14/2010	Group stage	Japan	1	0	Cameroon	Japan wins	False
719	2010	6/14/2010	Group stage	Italy	1	1	Paraguay	Match nul	False
720	2010	6/15/2010	Group stage	New Zealand	1	1	Slovakia	Match nul	False
721	2010	6/15/2010	Group stage	Ivory Coast	0	0	Portugal	Match nul	False
722	2010	6/15/2010	Group stage	Brazil	2	1	North Korea	Brazil wins	False
723	2010	6/16/2010	Group stage	Honduras	0	1	Chile	Chile wins	False
724	2010	6/16/2010	Group stage	Spain	0	1	Switzerland	Switzerland wins	False
725	2010	6/16/2010	Group stage	South Africa	0	3	Uruguay	Uruguay wins	True
726	2010	6/17/2010	Group stage	Argentina	4	1	South Korea	Argentina wins	False
727	2010	6/17/2010	Group stage	Greece	2	1	Nigeria	Greece wins	False
728	2010	6/17/2010	Group stage	France	0	2	Mexico	Mexico wins	False
729	2010	6/18/2010	Group stage	Germany	0	1	Serbia	Serbia wins	False
730	2010	6/18/2010	Group stage	Slovenia	2	2	United States	Match nul	False
731	2010	6/18/2010	Group stage	England	0	0	Algeria	Match nul	False
732	2010	6/19/2010	Group stage	Netherlands	1	0	Japan	Netherlands wins	False
733	2010	6/19/2010	Group stage	Ghana	1	1	Australia	Match nul	False
734	2010	6/19/2010	Group stage	Cameroon	1	2	Denmark	Denmark wins	False
735	2010	6/20/2010	Group stage	Slovakia	0	2	Paraguay	Paraguay wins	False
736	2010	6/20/2010	Group stage	Italy	1	1	New Zealand	Match nul	False
737	2010	6/20/2010	Group stage	Brazil	3	1	Ivory Coast	Brazil wins	False
738	2010	6/21/2010	Group stage	Portugal	7	0	North Korea	Portugal wins	False
739	2010	6/21/2010	Group stage	Chile	1	0	Switzerland	Chile wins	False
740	2010	6/21/2010	Group stage	Spain	2	0	Honduras	Spain wins	False
741	2010	6/22/2010	Group stage	Mexico	0	1	Uruguay	Uruguay wins	False
742	2010	6/22/2010	Group stage	South Africa	2	1	France	South Africa wins	True
743	2010	6/22/2010	Group stage	Nigeria	2	2	South Korea	Match nul	False
744	2010	6/22/2010	Group stage	Greece	0	2	Argentina	Argentina wins	False
745	2010	6/23/2010	Group stage	Slovenia	0	1	England	England wins	False
746	2010	6/23/2010	Group stage	United States	1	0	Algeria	United States wins	False
747	2010	6/23/2010	Group stage	Ghana	0	1	Germany	Germany wins	False
748	2010	6/23/2010	Group stage	Australia	2	1	Serbia	Australia wins	False
749	2010	6/24/2010	Group stage	Slovakia	3	2	Italy	Slovakia wins	False
750	2010	6/24/2010	Group stage	Paraguay	0	0	New Zealand	Match nul	False
751	2010	6/24/2010	Group stage	Denmark	1	3	Japan	Japan wins	False
752	2010	6/24/2010	Group stage	Cameroon	1	2	Netherlands	Netherlands wins	False
753	2010	6/25/2010	Group stage	Portugal	0	0	Brazil	Match nul	False
754	2010	6/25/2010	Group stage	North Korea	0	3	Ivory Coast	Ivory Coast wins	False
755	2010	6/25/2010	Group stage	Chile	1	2	Spain	Spain wins	False
756	2010	6/25/2010	Group stage	Switzerland	0	0	Honduras	Match nul	False
757	2010	6/26/2010	Round of 16	Uruguay	2	1	South Korea	Uruguay wins	False
758	2010	6/26/2010	Round of 16	United States	1	2	Ghana	Extra time	False
759	2010	6/27/2010	Round of 16	Germany	4	1	England	Germany wins	False
760	2010	6/27/2010	Round of 16	Argentina	3	1	Mexico	Argentina wins	False
761	2010	6/28/2010	Round of 16	Netherlands	2	1	Slovakia	Netherlands wins	False
762	2010	6/28/2010	Round of 16	Brazil	3	0	Chile	Brazil wins	False
763	2010	6/29/2010	Round of 16	Paraguay	0	0	Japan	Paraguay win on penalties (5 - 3)	False
764	2010	6/29/2010	Round of 16	Spain	1	0	Portugal	Spain wins	False
765	2010	7/2/2010	Quarter-finals	Netherlands	2	1	Brazil	Netherlands wins	False
766	2010	7/2/2010	Quarter-finals	Uruguay	1	1	Ghana	Uruguay win on penalties (4 - 2)	False
767	2010	7/3/2010	Quarter-finals	Argentina	0	4	Germany	Germany wins	False
768	2010	7/3/2010	Quarter-finals	Paraguay	0	1	Spain	Spain wins	False
769	2010	7/6/2010	Semi-finals	Uruguay	2	3	Netherlands	Netherlands wins	False
770	2010	7/7/2010	Semi-finals	Germany	0	1	Spain	Spain wins	False
771	2010	7/10/2010	Third place	Uruguay	2	3	Germany	Germany wins	False
772	2010	7/11/2010	Final	Netherlands	0	1	Spain	Extra time	False
773	2014	6/12/2014	Group stage	Brazil	3	1	Croatia	Brazil wins	True
774	2014	6/13/2014	Group stage	Mexico	1	0	Cameroon	Mexico wins	False
775	2014	6/13/2014	Group stage	Spain	1	5	Netherlands	Netherlands wins	False
776	2014	6/13/2014	Group stage	Chile	3	1	Australia	Chile wins	False
777	2014	6/14/2014	Group stage	Colombia	3	0	Greece	Colombia wins	False
778	2014	6/14/2014	Group stage	Uruguay	1	3	Costa Rica	Costa Rica wins	False
779	2014	6/14/2014	Group stage	England	1	2	Italy	Italy wins	False
780	2014	6/14/2014	Group stage	Ivory Coast	2	1	Japan	Ivory Coast wins	False
781	2014	6/15/2014	Group stage	Switzerland	2	1	Ecuador	Switzerland wins	False
782	2014	6/15/2014	Group stage	France	3	0	Honduras	France wins	False
783	2014	6/15/2014	Group stage	Argentina	2	1	Bosnia and Herzegovina	Argentina wins	False
784	2014	6/16/2014	Group stage	Germany	4	0	Portugal	Germany wins	False
785	2014	6/16/2014	Group stage	Iran	0	0	Nigeria	Match nul	False
786	2014	6/16/2014	Group stage	Ghana	1	2	United States	United States wins	False
787	2014	6/17/2014	Group stage	Belgium	2	1	Algeria	Belgium wins	False
788	2014	6/17/2014	Group stage	Brazil	0	0	Mexico	Match nul	True
789	2014	6/17/2014	Group stage	Russia	1	1	South Korea	Match nul	False
790	2014	6/18/2014	Group stage	Australia	2	3	Netherlands	Netherlands wins	False
791	2014	6/18/2014	Group stage	Spain	0	2	Chile	Chile wins	False
792	2014	6/18/2014	Group stage	Cameroon	0	4	Croatia	Croatia wins	False
793	2014	6/19/2014	Group stage	Colombia	2	1	Ivory Coast	Colombia wins	False
794	2014	6/19/2014	Group stage	Uruguay	2	1	England	Uruguay wins	False
795	2014	6/19/2014	Group stage	Japan	0	0	Greece	Match nul	False
796	2014	6/20/2014	Group stage	Italy	0	1	Costa Rica	Costa Rica wins	False
797	2014	6/20/2014	Group stage	Switzerland	2	5	France	France wins	False
798	2014	6/20/2014	Group stage	Honduras	1	2	Ecuador	Ecuador wins	False
799	2014	6/21/2014	Group stage	Argentina	1	0	Iran	Argentina wins	False
